"","X","instant","dteday","season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","mnth2","weekday2","hr2"
"206",199,199,"1/9/11",1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,"January","Sunday","1 PM"
"207",200,200,"1/9/11",1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,"January","Sunday","2 PM"
"208",201,201,"1/9/11",1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,"January","Sunday","3 PM"
"209",202,202,"1/9/11",1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,"January","Sunday","4 PM"
"210",203,203,"1/9/11",1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,"January","Sunday","5 PM"
"211",204,204,"1/9/11",1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,"January","Sunday","6 PM"
"212",205,205,"1/9/11",1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,"January","Sunday","7 PM"
"213",206,206,"1/9/11",1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,"January","Sunday","8 PM"
"214",207,207,"1/9/11",1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,"January","Sunday","9 PM"
"215",208,208,"1/9/11",1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,"January","Sunday","10 PM"
"216",209,209,"1/9/11",1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,"January","Sunday","11 PM"
"217",210,210,"1/10/11",1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,"January","Monday","12 AM"
"218",211,211,"1/10/11",1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,"January","Monday","1 AM"
"219",212,212,"1/10/11",1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,"January","Monday","2 AM"
"220",213,213,"1/10/11",1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,"January","Monday","3 AM"
"221",214,214,"1/10/11",1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,"January","Monday","4 AM"
"222",215,215,"1/10/11",1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,"January","Monday","5 AM"
"223",216,216,"1/10/11",1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,"January","Monday","6 AM"
"224",217,217,"1/10/11",1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,"January","Monday","7 AM"
"225",218,218,"1/10/11",1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,"January","Monday","8 AM"
"226",219,219,"1/10/11",1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,"January","Monday","9 AM"
"227",220,220,"1/10/11",1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,"January","Monday","10 AM"
"228",221,221,"1/10/11",1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,"January","Monday","11 AM"
"229",222,222,"1/10/11",1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,"January","Monday","12 PM"
"230",223,223,"1/10/11",1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,"January","Monday","1 PM"
"231",224,224,"1/10/11",1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,"January","Monday","2 PM"
"232",225,225,"1/10/11",1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,"January","Monday","3 PM"
"233",226,226,"1/10/11",1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,"January","Monday","4 PM"
"234",227,227,"1/10/11",1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,"January","Monday","5 PM"
"235",228,228,"1/10/11",1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,"January","Monday","6 PM"
"236",229,229,"1/10/11",1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,"January","Monday","7 PM"
"237",230,230,"1/10/11",1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,"January","Monday","8 PM"
"238",231,231,"1/10/11",1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,"January","Monday","9 PM"
"239",232,232,"1/10/11",1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,"January","Monday","10 PM"
"240",233,233,"1/10/11",1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,"January","Monday","11 PM"
"241",234,234,"1/11/11",1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,"January","Tuesday","12 AM"
"242",235,235,"1/11/11",1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,"January","Tuesday","1 AM"
"243",236,236,"1/11/11",1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,"January","Tuesday","2 AM"
"244",17387,236.333333333333,"1/11/11",1,0,1,3,0,2,1,NA,NA,NA,NA,NA,0,0,0,"January","Tuesday","3 AM"
"245",17388,236.666666666667,"1/11/11",1,0,1,4,0,2,1,NA,NA,NA,NA,NA,0,0,0,"January","Tuesday","4 AM"
"246",237,237,"1/11/11",1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,"January","Tuesday","5 AM"
"247",238,238,"1/11/11",1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,"January","Tuesday","6 AM"
"248",239,239,"1/11/11",1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0,2,97,99,"January","Tuesday","7 AM"
"249",240,240,"1/11/11",1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,"January","Tuesday","8 AM"
"250",241,241,"1/11/11",1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,"January","Tuesday","9 AM"
"251",242,242,"1/11/11",1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,"January","Tuesday","10 AM"
"252",243,243,"1/11/11",1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,"January","Tuesday","11 AM"
"253",244,244,"1/11/11",1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,"January","Tuesday","12 PM"
"254",245,245,"1/11/11",1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,"January","Tuesday","1 PM"
"255",246,246,"1/11/11",1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,"January","Tuesday","2 PM"
"256",247,247,"1/11/11",1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,"January","Tuesday","3 PM"
"257",248,248,"1/11/11",1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,"January","Tuesday","4 PM"
"258",249,249,"1/11/11",1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,"January","Tuesday","5 PM"
"259",250,250,"1/11/11",1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,"January","Tuesday","6 PM"
"260",251,251,"1/11/11",1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0,0,51,51,"January","Tuesday","7 PM"
"261",252,252,"1/11/11",1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,"January","Tuesday","8 PM"
"262",253,253,"1/11/11",1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,"January","Tuesday","9 PM"
"263",254,254,"1/11/11",1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,"January","Tuesday","10 PM"
"264",255,255,"1/11/11",1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,"January","Tuesday","11 PM"
"265",256,256,"1/12/11",1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,"January","Wednesday","12 AM"
"266",257,257,"1/12/11",1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,"January","Wednesday","1 AM"
"267",258,258,"1/12/11",1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,"January","Wednesday","2 AM"
"268",17389,258.333333333333,"1/12/11",1,0,1,3,0,3,1,NA,NA,NA,NA,NA,0,0,0,"January","Wednesday","3 AM"
"269",17390,258.666666666667,"1/12/11",1,0,1,4,0,3,1,NA,NA,NA,NA,NA,0,0,0,"January","Wednesday","4 AM"
"270",259,259,"1/12/11",1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,"January","Wednesday","5 AM"
"271",260,260,"1/12/11",1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,"January","Wednesday","6 AM"
"272",261,261,"1/12/11",1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,"January","Wednesday","7 AM"
"273",262,262,"1/12/11",1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,"January","Wednesday","8 AM"
"274",263,263,"1/12/11",1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,"January","Wednesday","9 AM"
"275",264,264,"1/12/11",1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,"January","Wednesday","10 AM"
"276",265,265,"1/12/11",1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,"January","Wednesday","11 AM"
"277",266,266,"1/12/11",1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,"January","Wednesday","12 PM"
"278",267,267,"1/12/11",1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,"January","Wednesday","1 PM"
"279",268,268,"1/12/11",1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,"January","Wednesday","2 PM"
"280",269,269,"1/12/11",1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,"January","Wednesday","3 PM"
"281",270,270,"1/12/11",1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,"January","Wednesday","4 PM"
"282",271,271,"1/12/11",1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,"January","Wednesday","5 PM"
"283",272,272,"1/12/11",1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,"January","Wednesday","6 PM"
"284",273,273,"1/12/11",1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,"January","Wednesday","7 PM"
"285",274,274,"1/12/11",1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,"January","Wednesday","8 PM"
"286",275,275,"1/12/11",1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,"January","Wednesday","9 PM"
"287",276,276,"1/12/11",1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,"January","Wednesday","10 PM"
"288",277,277,"1/12/11",1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,"January","Wednesday","11 PM"
"289",278,278,"1/13/11",1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,"January","Thursday","12 AM"
"290",279,279,"1/13/11",1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,"January","Thursday","1 AM"
"291",280,280,"1/13/11",1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,"January","Thursday","2 AM"
"292",281,281,"1/13/11",1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,"January","Thursday","3 AM"
"293",282,282,"1/13/11",1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,"January","Thursday","4 AM"
"294",283,283,"1/13/11",1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,"January","Thursday","5 AM"
"295",284,284,"1/13/11",1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,"January","Thursday","6 AM"
"296",285,285,"1/13/11",1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,"January","Thursday","7 AM"
"297",286,286,"1/13/11",1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,"January","Thursday","8 AM"
"298",287,287,"1/13/11",1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,"January","Thursday","9 AM"
"299",288,288,"1/13/11",1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,"January","Thursday","10 AM"
"300",289,289,"1/13/11",1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,"January","Thursday","11 AM"
"301",290,290,"1/13/11",1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,"January","Thursday","12 PM"
"302",291,291,"1/13/11",1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,"January","Thursday","1 PM"
"303",292,292,"1/13/11",1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,"January","Thursday","2 PM"
"304",293,293,"1/13/11",1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,"January","Thursday","3 PM"
"305",294,294,"1/13/11",1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,"January","Thursday","4 PM"
"306",295,295,"1/13/11",1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,"January","Thursday","5 PM"
"307",296,296,"1/13/11",1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,"January","Thursday","6 PM"
"308",297,297,"1/13/11",1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,"January","Thursday","7 PM"
"309",298,298,"1/13/11",1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,"January","Thursday","8 PM"
"310",299,299,"1/13/11",1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,"January","Thursday","9 PM"
"311",300,300,"1/13/11",1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,"January","Thursday","10 PM"
"312",301,301,"1/13/11",1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,"January","Thursday","11 PM"
"313",302,302,"1/14/11",1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,"January","Friday","12 AM"
"314",303,303,"1/14/11",1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,"January","Friday","1 AM"
"315",304,304,"1/14/11",1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,"January","Friday","2 AM"
"316",305,305,"1/14/11",1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,"January","Friday","3 AM"
"317",17391,305.5,"1/14/11",1,0,1,4,0,5,1,NA,NA,NA,NA,NA,0,0,0,"January","Friday","4 AM"
"318",306,306,"1/14/11",1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,"January","Friday","5 AM"
"319",307,307,"1/14/11",1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0,0,17,17,"January","Friday","6 AM"
"320",308,308,"1/14/11",1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,"January","Friday","7 AM"
"321",309,309,"1/14/11",1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0,2,156,158,"January","Friday","8 AM"
"322",310,310,"1/14/11",1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,"January","Friday","9 AM"
"323",311,311,"1/14/11",1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,"January","Friday","10 AM"
"324",312,312,"1/14/11",1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,"January","Friday","11 AM"
"325",313,313,"1/14/11",1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,"January","Friday","12 PM"
"326",314,314,"1/14/11",1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,"January","Friday","1 PM"
"327",315,315,"1/14/11",1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,"January","Friday","2 PM"
"328",316,316,"1/14/11",1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,"January","Friday","3 PM"
"329",317,317,"1/14/11",1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,"January","Friday","4 PM"
"330",318,318,"1/14/11",1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,"January","Friday","5 PM"
"331",319,319,"1/14/11",1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0,5,134,139,"January","Friday","6 PM"
"332",320,320,"1/14/11",1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,"January","Friday","7 PM"
"333",321,321,"1/14/11",1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0,0,68,68,"January","Friday","8 PM"
"334",322,322,"1/14/11",1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0,4,48,52,"January","Friday","9 PM"
"335",323,323,"1/14/11",1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0,2,34,36,"January","Friday","10 PM"
"336",324,324,"1/14/11",1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0,1,26,27,"January","Friday","11 PM"
"337",325,325,"1/15/11",1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0,3,25,28,"January","Saturday","12 AM"
"338",326,326,"1/15/11",1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,"January","Saturday","1 AM"
"339",327,327,"1/15/11",1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,"January","Saturday","2 AM"
"340",328,328,"1/15/11",1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0,1,7,8,"January","Saturday","3 AM"
"341",329,329,"1/15/11",1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0,0,5,5,"January","Saturday","4 AM"
"342",330,330,"1/15/11",1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0,0,1,1,"January","Saturday","5 AM"
"343",331,331,"1/15/11",1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,"January","Saturday","6 AM"
"344",332,332,"1/15/11",1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0,1,9,10,"January","Saturday","7 AM"
"345",333,333,"1/15/11",1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,"January","Saturday","8 AM"
"346",334,334,"1/15/11",1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,"January","Saturday","9 AM"
"347",335,335,"1/15/11",1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,"January","Saturday","10 AM"
"348",336,336,"1/15/11",1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,"January","Saturday","11 AM"
"349",337,337,"1/15/11",1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,"January","Saturday","12 PM"
"350",338,338,"1/15/11",1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,"January","Saturday","1 PM"
"351",339,339,"1/15/11",1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,"January","Saturday","2 PM"
"352",340,340,"1/15/11",1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,"January","Saturday","3 PM"
"353",341,341,"1/15/11",1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,"January","Saturday","4 PM"
"354",342,342,"1/15/11",1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,"January","Saturday","5 PM"
"355",343,343,"1/15/11",1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,"January","Saturday","6 PM"
"356",344,344,"1/15/11",1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,"January","Saturday","7 PM"
"357",345,345,"1/15/11",1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,"January","Saturday","8 PM"
"358",346,346,"1/15/11",1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,"January","Saturday","9 PM"
"359",347,347,"1/15/11",1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,"January","Saturday","10 PM"
"360",348,348,"1/15/11",1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,"January","Saturday","11 PM"
"361",349,349,"1/16/11",1,0,1,0,0,0,0,1,0.26,0.303,0.56,0,6,33,39,"January","Sunday","12 AM"
"362",350,350,"1/16/11",1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,"January","Sunday","1 AM"
"363",351,351,"1/16/11",1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,"January","Sunday","2 AM"
"364",352,352,"1/16/11",1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0,9,6,15,"January","Sunday","3 AM"
"365",353,353,"1/16/11",1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,"January","Sunday","4 AM"
"366",354,354,"1/16/11",1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,"January","Sunday","5 AM"
"367",355,355,"1/16/11",1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,"January","Sunday","6 AM"
"368",356,356,"1/16/11",1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,"January","Sunday","7 AM"
"369",357,357,"1/16/11",1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,"January","Sunday","8 AM"
"370",358,358,"1/16/11",1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,"January","Sunday","9 AM"
"371",359,359,"1/16/11",1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,"January","Sunday","10 AM"
"372",360,360,"1/16/11",1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,"January","Sunday","11 AM"
"373",361,361,"1/16/11",1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,"January","Sunday","12 PM"
"374",362,362,"1/16/11",1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,"January","Sunday","1 PM"
"375",363,363,"1/16/11",1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,"January","Sunday","2 PM"
"376",364,364,"1/16/11",1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,"January","Sunday","3 PM"
"377",365,365,"1/16/11",1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,"January","Sunday","4 PM"
"378",366,366,"1/16/11",1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,"January","Sunday","5 PM"
"379",367,367,"1/16/11",1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,"January","Sunday","6 PM"
"380",368,368,"1/16/11",1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,"January","Sunday","7 PM"
"381",369,369,"1/16/11",1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,"January","Sunday","8 PM"
"382",370,370,"1/16/11",1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,"January","Sunday","9 PM"
"383",371,371,"1/16/11",1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,"January","Sunday","10 PM"
"384",372,372,"1/16/11",1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,"January","Sunday","11 PM"
"385",373,373,"1/17/11",1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,"January","Monday","12 AM"
"386",374,374,"1/17/11",1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,"January","Monday","1 AM"
"387",375,375,"1/17/11",1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,"January","Monday","2 AM"
"388",376,376,"1/17/11",1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2,"January","Monday","3 AM"
"389",377,377,"1/17/11",1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3,"January","Monday","4 AM"
"390",378,378,"1/17/11",1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1,"January","Monday","5 AM"
"391",379,379,"1/17/11",1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5,"January","Monday","6 AM"
"392",380,380,"1/17/11",1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13,"January","Monday","7 AM"
"393",381,381,"1/17/11",1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33,"January","Monday","8 AM"
"394",382,382,"1/17/11",1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47,"January","Monday","9 AM"
"395",383,383,"1/17/11",1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57,"January","Monday","10 AM"
"396",384,384,"1/17/11",1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64,"January","Monday","11 AM"
"397",385,385,"1/17/11",1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80,"January","Monday","12 PM"
"398",386,386,"1/17/11",1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93,"January","Monday","1 PM"
"399",387,387,"1/17/11",1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86,"January","Monday","2 PM"
"400",388,388,"1/17/11",1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93,"January","Monday","3 PM"
"401",389,389,"1/17/11",1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82,"January","Monday","4 PM"
"402",390,390,"1/17/11",1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71,"January","Monday","5 PM"
"403",391,391,"1/17/11",1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92,"January","Monday","6 PM"
"404",392,392,"1/17/11",1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60,"January","Monday","7 PM"
"405",393,393,"1/17/11",1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33,"January","Monday","8 PM"
"406",394,394,"1/17/11",1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27,"January","Monday","9 PM"
"407",395,395,"1/17/11",1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13,"January","Monday","10 PM"
"408",396,396,"1/17/11",1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4,"January","Monday","11 PM"
"409",17392,396.076923076923,"1/18/11",1,0,1,0,0,2,1,NA,NA,NA,NA,NA,0,0,0,"January","Tuesday","12 AM"
"410",17393,396.153846153846,"1/18/11",1,0,1,1,0,2,1,NA,NA,NA,NA,NA,0,0,0,"January","Tuesday","1 AM"
"411",17394,396.230769230769,"1/18/11",1,0,1,2,0,2,1,NA,NA,NA,NA,NA,0,0,0,"January","Tuesday","2 AM"
